word count,POS_Standardized,hebrew,transliteration,meaning,gematria ,prime factorization,,,,Is_Prime,Prime_Factor_Count,Contains_Factor_2,Contains_Factor_3,Numerical_Range,Semantic_Category
1540,adverb,כאמור,ka'amur,as aforesaid,347,347,347,,,,,,,,
1037,adjective,כאלה,ka'ele,like these / like those / such,65,5 × 13,5,13,,,,,,,
756,adverb,כעת,ka'et,now,480,2⁵ × 3 × 5,2⁵,3,5,,,,,,
889,noun,כדור,kadur,ball / pill,224,2⁵ × 7,2⁵,7,,,,,,,
1360,noun,כף,kaf,spoon / palm,100,2² × 5²,2²,5²,,,,,,,
1089,adverb,ככה,kakha,so / like this / thus,45,3² × 5,3²,5,,,,,,,
870,adjective,קל,kal,easy / light weight (m.s.),130,2 × 5 × 13,2,5,13,,,,,,
1101,verb,כללה,kalela,included (f.s.),85,5 × 17,5,17,,,,,,,
1211,verb,כמתואר,kamto'ar,as described,20+40+400+6+1+200 = 667,667,667,,,,,,,,
590,noun,כמות,kamut,quantity / amount,485,5 × 97,5,97,,,,,,,
757,adverb,כמובן,kamuvan,of course / certainly,108,2² × 3³,2²,3³,,,,,,,
812,adverb,כאן,kan,here,80,2⁴ × 5,2⁴,5,,,,,,,
671,adverb,כנראה,kanir'e,probably,285,3 × 5 × 19,3,5,19,,,,,,
564,verb,קרא,kara,read / called (m.s.),301,7 × 43,7,43,,,,,,,
1112,adjective,קרוב,karov,close / relative (m.s.),308,2² × 7 × 11,2²,7,11,,,,,,
487,adjective,קצר,katsar,short (m.s.),400,2⁴ × 5²,2⁴,5²,,,,,,,
409,noun,קו,kav,line,106,2 × 53,2,53,,,,,,,
1193,adjective/noun,כבד,kaved,heavy (m.s.) / liver,26,2 × 13,2,13,,,,,,,
1219,noun,קווי,kavei,lines of,100+6+10+10 = 126,2 * 3² * 7,2,3²,7,,,,,,
1325,noun,כבוד,kavod,honor / glory / respect / dignity,32,2⁵,2⁵,,,,,,,,
502,verb,קיים,kayam,exists (m.s.),150,2 × 3 × 5²,2,3,5²,,,,,,
593,verb,קיימים,kayamim,exist (m.pl.),200,2³ × 5²,2³,5²,,,,,,,
1371,verb,קיימות,kayamot,exist (f.pl.),556,2² × 139,2²,139,,,,,,,
647,verb,קיימת,kayemet,exist (f.s.),590,2 × 5 × 59,2,5,59,,,,,,
414,adjective,כזה,kaze,like this / such,27,3³,3³,,,,,,,,
1572,adjective,כזאת,kazot,like this (f.),437,19 × 23,19,23,,,,,,,
1210,adverb,כאילו,ke'ilu,as if / like,20+1+10+30+6 = 67,67,67,,,,,,,,
1210,conjunction,כאילו,ke'ilu,as if / like,67,67,67,,,,,,,,
1026,preposition,כדוגמת,kedugmat,such as / as in the example of,494,2 × 13 × 19,2,13,19,,,,,,
1209,noun/phrase,כהגיית,kehagiyat,as the pronunciation of,20+5+5+10+20+400+10 = 470,2 * 5 * 47,2,5,47,,,,,,
1209,preposition,כהגיית,kehagiyat,as the pronunciation of,448,2⁶ × 7,2⁶,7,,,,,,,
1524,preposition,כחלק,kekhelek,as part,158,2 × 79,2,79,,,,,,,
1342,noun,כרם,kerem,vineyard,20+200+40+40 = 300,2² × 3 × 5²,2²,3,5²,,,,,,
836,noun,כסף,kesef,money,160,2⁵ × 5,2⁵,5,,,,,,,
1359,conjunction,כשהוא,keshehu,when he,41,41,41,,,,,,,,
553,noun,קשר,kesher,tie / bond / link / connection,600,2³ × 3 × 5²,2³,3,5²,,,,,,
1279,noun,קשת,keshet,rainbow / bow,100+300+400+5+300 = 1105,5 * 13 * 17,5,13,17,,,,,,
434,adverb,כתוצאה,ketotsa'a,as a result,491,491,491,,,,,,,,
815,noun,קבע,keva,permanence / regularity,172,2² × 43,2²,43,,,,,,,
750,adverb,כיצד,keytsad,how,138,2 × 3 × 23,2,3,23,,,,,,
1579,noun,חבלה,khabala,sabotage / bruising,42,2 × 3 × 7,2,3,7,,,,,,
966,adjective,חד,khad,sharp / one / uni-,12,2² × 3,2²,3,,,,,,,
481,adjective,חדש,khadash,new (m.s.),312,2³ × 3 × 13,2³,3,13,,,,,,
548,adjective,חדשה,khadasha,new (f.s.),317,317,317,,,,,,,,
486,adjective,חדשים,khadashim,new (m.pl.),358,2 × 179,2,179,,,,,,,
1020,adjective/noun,חדשות,khadashot,new (f.pl.) / news,317,317,317,,,,,,,,
686,adjective,חי,khai,living / alive (m.s.),18,2 × 3²,2,3²,,,,,,,
952,noun/adjective,חלקים,khalakim,parts / smooth (m.pl.),158,2 × 79,2,79,,,,,,,
734,noun,חמצן,khamtsan,oxygen,198,2 × 3² × 11,2,3²,11,,,,,,
1267,adjective,חמצני,khamtsani,oxygenic,208,2⁴ × 13,2⁴,13,,,,,,,
1526,noun,חמוצית,khamutzit,cranberry,8+40+6+200+10+400+10 = 674,2 × 337,2,337,,,,,,,
1537,noun,חסה,khasa,lettuce,8+60+5+1 = 74,2 × 37,2,37,,,,,,,
774,noun,חשיבות,khashivut,importance,432,2⁴ × 3³,2⁴,3³,,,,,,,
522,adjective,חשוב,khashuv,important (m.s.),314,2 × 157,2,157,,,,,,,
1363,adjective,חסרי,khasrei,lacking (m.pl.),528,2⁴ × 3 × 11,2⁴,3,11,,,,,,
1300,noun,חבר,khaver,friend / member (m.s.),213,3 × 71,3,71,,,,,,,
570,noun,חברי,khaveri,my friend / friendly,228,2² × 3 × 19,2²,3,19,,,,,,
445,noun,חברת,khavrat,friend of / member of (f.s.),610,2 × 5 × 61,2,5,61,,,,,,
1040,noun,חיי,khayai,my life,33,3 × 11,3,11,,,,,,,
605,noun,חייו,khayav,his life,33,3 × 11,3,11,,,,,,,
1575,verb/adjective,חייב,khayav,must / owes / debtor (m.s.),28,2² × 7,2²,7,,,,,,,
1272,adjective/verb,חזק,khazak,strong (m.s.) / be strong,108,2² × 3³,2²,3³,,,,,,,
698,verb,חזרה,khazra,returned / repeated (f.s.),223,223,223,,,,,,,,
1394,pronoun,חלקם,khelkam,their share / some of them,158,2 × 79,2,79,,,,,,,
1258,adjective,חלקי,khelki,my share / partial,68,2² × 17,2²,17,,,,,,,
813,noun,חצי,khetsi,half,118,2 × 59,2,59,,,,,,,
1345,noun,חיטה,khitah,wheat,8+10+400+5 = 423,3 × 141,3,141,,,,,,,
623,noun,חודשים,khodashim,months,328,2³ × 41,2³,41,,,,,,,
1266,noun,חודש,khodesh,month,8+6+4+300+10 = 328,2³ * 41,2³,41,,,,,,,
1143,noun,חודש,khodesh,month,312,2³ × 3 × 13,2³,3,13,,,,,,
1286,noun,חוף,khof,shore / coast,8+6+80 = 94,2 * 47,2,47,,,,,,,
1287,noun,חוף,khof,beach,8+6+80 = 94,2 * 47,2,47,,,,,,,
1327,noun,חוף,khof,shore / coast,8+6+80 = 94,2 × 47,2,47,,,,,,,
816,noun,חוק,khok,law,114,2 × 3 × 19,2,3,19,,,,,,
1302,noun,חק,khok,statute / decree,8+100+100 = 208,2⁴ × 13,2⁴,13,,,,,,,
1288,noun,חול,khol,sand,8+6+30 = 44,2² * 11,2²,11,,,,,,,
1328,noun,חול,khol,sand,8+6+30 = 44,2² × 11,2²,11,,,,,,,
1467,noun/adjective,חום,khom,heat / brown,54,2 × 3³,2,3³,,,,,,,
450,noun,חומרים,khomarim,materials,304,2⁴ × 19,2⁴,19,,,,,,,
1236,noun,חומר,khomer,material,8+6+40+200 = 254,2 * 127,2,127,,,,,,,
1534,noun,חומות,khomot,walls,456,2³ × 3 × 19,2³,3,19,,,,,,
665,noun,חוסר,khoser,lack / deficiency / shortage / deficit,324,2² × 3⁴,2²,3⁴,,,,,,,
1157,verb,חושב,khoshev,think (m.s.),328,2³ × 41,2³,41,,,,,,,
768,verb,חזר,khozer,returned / repeated (m.s.),217,7 × 31,7,31,,,,,,,
642,adjective,חוקי,khuki,legal (m.s.),129,3 × 43,3,43,,,,,,,
1355,noun,חומוס,khumus,chickpea,8+6+40+6+200 = 260,2² × 5 × 13,2²,5,13,,,,,,
910,adjective,חושי,khushi,sensory,329,7 × 47,7,47,,,,,,,
1377,adverb,חוץ,khuts,out,114,2 × 3 × 19,2,3,19,,,,,,
416,verb,קיבל,kibel,received / accepted (m.s.),152,2³ × 19,2³,19,,,,,,,
1029,verb,קיבלו,kiblu,received / accepted (pl.),158,2 × 79,2,79,,,,,,,
893,noun,כיבוש,kibush,occupation,338,2 × 13²,2,13²,,,,,,,
995,noun,כיכר,kikar,square / loaf,320,2⁶ × 5,2⁶,5,,,,,,,
1302,noun,קילומטרים,kilometrim,kilometers,680,2³ × 5 × 17,2³,5,17,,,,,,
1536,noun,קישוא,kishu,zucchini,100+10+300+6+5 = 421,421,421,,,,,,,,
617,noun,כיוון,kivun,direction / adjustment / tuning,86,2 × 43,2,43,,,,,,,
1425,noun,קיווי,kiwi,kiwi,100+10+6+10 = 126,2 × 3² × 7,2,3² ,7,,,,,,
1437,noun,קיווי,kiwi,kiwi,100+10+6+10 = 126,2 × 3² × 7,2,3²,7,,,,,,
1104,adjective,כללי,klali,general (m.s.),80,2⁴ × 5,2⁴,5,,,,,,,
519,preposition,כלפי,klapei,towards,150,2 × 3 × 5²,2,3,5²,,,,,,
440,adverb,כלומר,klomar,meaning,286,2 × 11 × 13,2,11,13,,,,,,
1016,pronoun,כלום,klum,nothing,116,2² × 29,2²,29,,,,,,,
1512,noun,כנסת,kneset,Knesset (the Israeli parliament),530,2 × 5 × 53,2,5,53,,,,,,
462,adverb,כה,ko,so / this way,25,5²,5²,,,,,,,,
1261,noun,כוכב,kokhav,star,20+6+20+2 = 48,2⁴ * 3,2²,,,,,,,,
1274,noun,כוכב,kokhav,star,20+6+20+2 = 48,2⁴ * 3,2²,,,,,,,,
849,noun,קול,kol,voice / sound,136,2³ × 17,2³,17,,,,,,,
1131,verb,כוללת,kolelet,include (f.s.),85,5 × 17,5,17,,,,,,,
1292,noun,קולות,kolot,voices / sounds,156,2² × 3 × 13,2²,3,13,,,,,,
1192,adjective,כלשהו,kolshehu,any / of any kind (m.s.),56,2³ × 7,2³,7,,,,,,,
1311,noun,קור,kor,cold,100+6+200 = 306,2 × 3² × 17,2,3²,17,,,,,,
453,noun,קרב,krav,battle,302,2 × 151,2,151,,,,,,,
996,adjective,קרובות,krovot,close / relatives (f.pl.),718,2 × 359,2,359,,,,,,,
1538,noun,כרוב,kruv,cabbage,20+200+6+2 = 228,2² × 3 × 19,2²,3,19,,,,,,
1398,noun,כרובית,kruvit,cauliflower,20+200+6+2+10+400 = 638,2 × 11 × 29,2,11,29,,,,,,
713,adjective,קטנה,ktana,small / little (f.s.),165,3 × 5 × 11,3,5,11,,,,,,
662,adjective,קטנים,ktanim,small / little (m.pl.),500,2² × 5³,2²,5³,,,,,,,
1200,adjective,קטנות,ktanot,small / little (f.pl.),170,2 × 5 × 17,2,5,17,,,,,,
1108,adverb,קצת,ktsat,a little,200,2³ × 5²,2³,5²,,,,,,,
1307,noun,קציר,ktsir,harvest,100+90+10+200 = 400,2⁴ × 5²,2⁴,5²,,,,,,,
931,pronoun,כולה,kula,all of it (f.s.),56,2³ × 7,2³,7,,,,,,,
600,pronoun,כולם,kulam,everybody (m.),100,2² × 5²,2²,5²,,,,,,,
614,pronoun,כולו,kulo,all of it (m.s.),56,2³ × 7,2³,7,,,,,,,
676,noun,קבוצה,kvutsa,group,197,197,197,,,,,,,,
602,noun,קבוצות,kvutsot,groups,598,2 × 13 × 23,2,13,23,,,,,,
1328,verb (infinitive),לעלות,la'alot,to rise / to go up / to immigrate,135,3³ × 5,3³,5,,,,,,,
937,verb (infinitive),לעמוד,la'amod,to stand,140,2² × 5 × 7,2²,5,7,,,,,,
485,verb (infinitive),לעשות,la'asot,to do,746,2 × 373,2,373,,,,,,,
1438,preposition,לעבר,la'avar,to/for the past,272,2⁴ × 17,2⁴,17,,,,,,,
1233,verb (infinitive),לעבור,la'avor,to pass / to cross / to go through,282,2 × 3 × 47,2,3,47,,,,,,
1233,verb,לעבור,la'avor,to pass / to cross / to go through,30+70+6+2+200 = 308,2² * 7 * 11,2²,7,11,,,,,,
1222,prepositional phrase,לאזור,la'ezor,to the area,30+1+70+6+200 = 307,307,307,,,,,,,,
1204,prepositional phrase,לאי,la'i,to the island,30+1+10 = 41,41,41,,,,,,,,
738,verb (infinitive),לדעת,lada'at,to know,474,2 × 3 × 79,2,3,79,,,,,,
1333,verb (infinitive),להפוך,lahafokh,to invert / to convert / to turn,138,2 × 3 × 23,2,3,23,,,,,,
1434,preposition,להן,lahen,to them (f.),85,5 × 17,5,17,,,,,,,
1264,noun,לילה,laila,night,30+10+30+5 = 75,3 * 5²,3,5²,,,,,,,
1271,noun,לילה,laila,night,30+10+30+5 = 75,3 * 5²,3,5²,,,,,,,
660,adverb,לחלוטין,lakhalutin,totally / entirely / absolutely,494,2 × 13 × 19,2,13,19,,,,,,
1450,noun/verb,לחץ,lakhats,pressure / pressed (m.s.),138,2 × 3 × 23,2,3,23,,,,,,
1382,verb (infinitive),לחזור,lakhzor,to return / to repeat,227,227,227,,,,,,,,
1456,preposition,לכנסת,lakneset,to the Knesset,530,2 × 5 × 53,2,5,53,,,,,,
1375,verb (infinitive),ללכת,lalekhet,to walk / to go,468,2² × 3² × 13,2²,3²,13,,,,,,
883,adverb,למה,lama,why,75,3 × 5²,3,5²,,,,,,,
405,adverb,לראשונה,larishona,for the first time,401,401,401,,,,,,,,
894,preposition,לשלטון,lashilton,into power / to/for the government,785,5 × 157,5,157,,,,,,,
1103,preposition,לשימוש,lashimush,for the use,746,2 × 373,2,373,,,,,,,
875,noun,לשון,lashon,tongue / language,386,2 × 193,2,193,,,,,,,
1189,preposition,לתיאור,late'ur,for a description,651,3 × 7 × 31,3,7,31,,,,,,
1005,verb (infinitive),לתת,latet,to give,840,2³ × 3 × 5 × 7,2³,3,5,7,,,,,
684,verb (infinitive),לצאת,latset,to go out / to come out,540,2² × 3³ × 5,2²,3³,5,,,,,,
722,adjective,לבן,lavan,white,82,2 × 41,2,41,,,,,,,
1212,verb,לבוא,lavo,to come,30+2+6+1 = 39,3 * 13,3,13,,,,,,,
1318,preposition,ליהודים,layehudim,to/for the Jews,95,5 × 19,5,19,,,,,,,
682,preposition,לזה,laze,for this (m.),47,47,47,,,,,,,,
1275,verb (infinitive),לאפשר,le'afsher,to enable / to facilitate,557,557,557,,,,,,,,
1140,preposition,לארצות,le'aratsot,to countries,737,11 × 67,11,67,,,,,,,
1229,adverb,לאט,le'at,slowly,30+1+9 = 40,2³ * 5,2³,5,,,,,,,
1460,pronoun,לעצמו,le'atsmo,for himself,208,2⁴ × 13,2⁴,13,,,,,,,
724,preposition,לאחד,le'ekhad,to one (m.),49,7²,7²,,,,,,,,
1160,,לאכול,le'ekhol,to eat,107,107,107,,,,,,,,
727,preposition,לעיר,le'ir,to a city,280,2³ × 5 × 7,2³,5,7,,,,,,
559,adverb,לעולם,le'olam,forever,216,2³ × 3³,2³,3³,,,,,,,
699,preposition,לאור,le'or,in light of,237,3 × 79,3,79,,,,,,,
470,preposition,לעומת,le'umat,compared with / against / opposite,506,2 × 11 × 23,2,11,23,,,,,,
1021,adjective,לאומי,le'umi,national (m.s.),87,3 × 29,3,29,,,,,,,
747,adverb,לפחות,lefakhot,at least,494,2 × 13 × 19,2,13,19,,,,,,
1493,adverb,לפיכך,lefikhakh,therefore,170,2 × 5 × 17,2,5,17,,,,,,
518,preposition,לגבי,legabei,regarding,45,3² × 5,3²,5,,,,,,,
1255,verb (infinitive),לגלות,legalot,to discover,474,2 × 3 × 79,2,3,79,,,,,,
990,adverb,לגמרי,legamrei,totally / completely,273,3 × 7 × 13,3,7,13,,,,,,
1132,preposition,לגילוי,legilui,for a discovery,59,59,59,,,,,,,,
1417,verb (infinitive),להעביר,leha'avir,to pass / to transfer,287,7 × 41,7,41,,,,,,,
1314,verb (infinitive),להגן,lehagen,to defend,63,3² × 7,3²,7,,,,,,,
448,verb (infinitive),להגיע,lehagi'a,to arrive,118,2 × 59,2,59,,,,,,,
1365,preposition,להקמת,lehakamat,for the establishment of / for the building of,485,5 × 97,5,97,,,,,,,
1056,verb (infinitive),להקים,lehakim,to establish,185,5 × 37,5,37,,,,,,,
1317,adverb,להלן,lehalan,as follows / below,135,3³ × 5,3³,5,,,,,,,
1441,verb (infinitive),להמשיך,lehamshikh,to continue,455,5 × 7 × 13,5,7,13,,,,,,
1384,verb (infinitive),להשיג,lehasig,to achieve / to criticize,348,2² × 3 × 29,2²,3,29,,,,,,
603,verb (infinitive),להביא,lehavi,to bring,47,47,47,,,,,,,,
1213,verb,להילחם,lehilakhem,to fight,30+5+10+30+8+40 = 123,3 * 41,3,41,,,,,,,
499,verb (infinitive),להשתמש,lehishtamesh,to use,785,5 × 157,5,157,,,,,,,
1257,verb (infinitive),להתמודד,lehitmoded,to deal with / to confront,504,2³ × 3² × 7,2³,3²,7,,,,,,
645,verb (infinitive),לקבל,lekabel,to receive / to accept,172,2² × 43,2²,43,,,,,,,
1414,verb (infinitive),לחלק,lekhalek,to divide / to part,148,2² × 37,2²,37,,,,,,,
1217,noun,לחם,lekhem,bread,30+8+40 = 78,2 * 3 * 13,2,3,13,,,,,,
1416,noun,לחימה,lekhima,warfare / fighting,89,89,89,,,,,,,,
914,preposition,לכיוון,lekivun,to/in the direction of / for adjustment,96,2⁵ × 3,2⁵,3,,,,,,,
406,preposition,למען,lema'an,for,180,2² × 3² × 5,2²,3²,5,,,,,,
797,adverb,למדי,lemadai,quite / rather,74,2 × 37,2,37,,,,,,,
806,preposition,למקום,lemakom,to a place,196,2² × 7²,2²,7²,,,,,,,
1432,adverb,למטה,lemata,downward / down,85,5 × 17,5,17,,,,,,,
867,preposition,למלחמה,lemilkhama,to war,123,3 × 41,3,41,,,,,,,
1077,preposition,למשחק,lemis'khak,to/for a game,398,2 × 199,2,199,,,,,,,
1074,preposition,למספר,lemispar,to/for a number,380,2² × 5 × 19,2²,5,19,,,,,,
1094,verb (infinitive),לסייע,lesaye'a,to assist / to help,200,2³ × 5²,2³,5²,,,,,,,
1142,verb (infinitive),לשמש,leshamesh,to be used / to the sun,640,2⁷ × 5,2⁷,5,,,,,,,
1190,verb (infinitive),לשנות,leshanot,to change,750,2 × 3 × 5³,2,3,5³,,,,,,
1356,adjective,לשעבר,leshe'avar,former / ex,582,2 × 3 × 97,2,3,97,,,,,,
1202,verb,לתאר,leta'er,to describe,30+400+1+200 = 631,631,631,,,,,,,,
1202,verb (infinitive),לתאר,leta'er,to describe,631,631,631,,,,,,,,
905,preposition,לטיפול,letipul,for treatment,56,2³ × 7,2³,7,,,,,,,
1295,preposition,לטובת,letovat,for / in favor of / for the sake of,447,3 × 149,3,149,,,,,,,
904,preposition,לצורך,letsorekh,for the purpose of,648,2³ × 3⁴,2³,3⁴,,,,,,,
420,adverb,לבסוף,levasof,finally / eventually,182,2 × 7 × 13,2,7,13,,,,,,
805,verb (infinitive),לבצע,levatse'a,to perform / to execute,178,2 × 89,2,89,,,,,,,
497,preposition,לבית,leveit,to the house of / to the home of,442,2 × 13 × 17,2,13,17,,,,,,
439,preposition,ליד,leyad,near / next to,44,2² × 11,2²,11,,,,,,,
1134,noun,לבי,libi,my heart,42,2 × 3 × 7,2,3,7,,,,,,
873,verb (infinitive),לפעול,lif'ol,to act / to operate,216,2³ × 3³,2³,3³,,,,,,,
1508,verb (infinitive),לפגוע,lifgo'a,to hit / to damage / to offend,183,3 × 61,3,61,,,,,,,
1046,verb (infinitive),לגרום,ligrom,to cause,273,3 × 7 × 13,3,7,13,,,,,,
1423,verb (infinitive),לכבוש,likhbosh,to occupy,338,2 × 13²,2,13²,,,,,,,
925,verb (infinitive),לחיות,likhyot,to live,448,2⁶ × 7,2⁶,7,,,,,,,
621,noun,לקריאה,likri'a,for reading / for calling / for a call,351,3³ × 13,3³,13,,,,,,,
1447,verb (infinitive),לקרא,likro,to read / to call,350,2 × 5² × 7,2,5²,7,,,,,,
619,verb (infinitive),למנוע,limno'a,to prevent,185,5 × 37,5,37,,,,,,,
1530,noun,לימון,limon,lemon,30+10+40+50+50 = 180,2² × 3² × 5,2²,3²,5,,,,,,
787,verb (infinitive),לשמור,lishmor,to keep / to guard / to protect,640,2⁷ × 5,2⁷,5,,,,,,,
1500,preposition,לשנת,lishnat,for the year [X] / for the sleep of,750,2 × 3 × 5³,2,3,5³,,,,,,
531,verb (infinitive),ליצור,litsor,to form / to create / to make,346,2 × 173,2,173,,,,,,,
670,verb (infinitive),לבנות,livnot,to build,492,2² × 3 × 41,2²,3,41,,,,,,
528,preposition,לידי,liydei,to / to the hands of,54,2 × 3³,2,3³,,,,,,,
1395,preposition,ליצירת,liytsirat,for the formation of / for the creation of,1099,7 × 157,7,157,,,,,,,
1059,noun,לוחמי,lokhamei,the warriors of,84,2² × 3 × 7,2²,3,7,,,,,,
1001,noun,לוחמים,lokhamim,warriors,104,2³ × 13,2³,13,,,,,,,
1326,verb (infinitive),לומר,lomar,to say,276,2² × 3 × 23,2²,3,23,,,,,,
1249,noun/verb,מעלה,ma'ala,up,40+1+30+30+1 = 102,2 * 3 * 17,2,3,17,,,,,,
1448,noun,מעלות,ma'alot,advantages / virtues / stairs,135,3³ × 5,3³,5,,,,,,,
918,noun,מעמד,ma'amad,class (social) / status / scene,124,2² × 31,2²,31,,,,,,,
1129,noun,מערכות,ma'arakhot,systems / editorial boards,749,7 × 107,7,107,,,,,,,
808,noun,מערב,ma'arav,west,272,2⁴ × 17,2⁴,17,,,,,,,
854,adverb,מערבה,ma'arava,to the west,277,277,277,,,,,,,,
1381,noun,מעשה,ma'ase,deed / story / tale,375,3 × 5³,3,5³,,,,,,,
851,noun,מעין,ma'ayan,spring,170,2 × 5 × 17,2,5,17,,,,,,
1276,noun,מגן,magen,defender / shield,93,3 × 31,3,31,,,,,,,
770,pronoun,מהן,mahen,what are (f.),95,5 × 19,5,19,,,,,,,
1232,adverb,מהר,maher,fast / quickly,245,5 × 7²,5,7²,,,,,,,
1232,adjective/adverb,מהר,maher,fast / quickly,40+1+200 = 241,241,241,,,,,,,,
1407,noun,מחנה,makhane,camp / group,103,103,103,,,,,,,,
569,noun,מקור,makor,source / beak,346,2 × 173,2,173,,,,,,,
737,adjective,מלא,male,full (m.s.),80,2⁴ × 5,2⁴,5,,,,,,,
1063,noun,מלכותך,malkhutkha,your kingship (m.s.),495,3² × 5 × 11,3²,5,11,,,,,,
546,adverb,ממש,mamash,really,380,2² × 5 × 19,2²,5,19,,,,,,
1527,noun,מנדרינה,mandarina,tangerine,40+50+4+200+10+200+50+10+5 = 569,569,569,,,,,,,,
1532,noun,מנגו,mango,mango,40+50+3+6+7 = 106,2 × 53,2,53,,,,,,,
1539,noun,מנהיג,manhig,leader,103,103,103,,,,,,,,
1453,noun,מנהיגי,manhigei,the leaders of,103,103,103,,,,,,,,
507,adjective,מאנית,manit,manic (f.s.),495,3² × 5 × 11,3²,5,11,,,,,,
1006,noun,מראה,mar'e,sight / view / appearance / show (m.s.),251,251,251,,,,,,,,
846,noun,מרבית,marbit,most of,652,2² × 163,2²,163,,,,,,,
620,noun,מס,mas,tax,120,2³ × 3 × 5,2³,3,5,,,,,,
811,noun,מסע,masa,journey,160,2⁵ × 5,2⁵,5,,,,,,,
758,pronoun,משהו,mashehu,something,351,3³ × 13,3³,13,,,,,,,
907,noun,משמעות,mashma'ut,meaning,531,3² × 59,3²,59,,,,,,,
1426,adjective,משמעותי,mashma'uti,significant (m.s.),531,3² × 59,3²,59,,,,,,,
1514,adjective,משמעותית,mashma'utit,significant (f.s.) / in significance,536,2³ × 67,2³,67,,,,,,,
1163,adjective,מספיק,maspik,enough,220,2² × 5 × 11,2²,5,11,,,,,,
468,noun,מצב,matsav,state / situation,142,2 × 71,2,71,,,,,,,
1251,adjective,מצוי,matsui,is [at] / common / available (m.s.),156,2² × 3 × 13,2²,3,13,,,,,,
1250,noun,מים,mayim,water,40+10+40 = 90,2 * 3² * 5,2,3²,5,,,,,,
1308,noun,מים,mayim,water,40+10+40 = 90,2 × 3² × 5,2,3²,5,,,,,,
407,noun,מזון,mazon,food,63,3² × 7,3²,7,,,,,,,
861,conjunction/adjective,מאחר,me'akhar,since / late (m.s.),249,3 × 83,3,83,,,,,,,
915,preposition,מאחורי,me'akhorei,behind,265,5 × 53,5,53,,,,,,,
788,verb,מאשר,me'asher,approves / confirms (m.s.),551,19 × 29,19,29,,,,,,,
463,preposition,מאת,me'et,from / by,441,3² × 7²,3²,7²,,,,,,,
1492,verb,מאיר,me'ir,illuminates (m.s.),251,251,251,,,,,,,,
473,adverb,מעולם,me'olam,never,176,2⁴ × 11,2⁴,11,,,,,,,
475,noun,מאות,me'ot,hundreds / centuries,446,2 × 223,2,223,,,,,,,
515,adjective,מאוחר,me'ukhar,late,259,7 × 37,7,37,,,,,,,
749,noun,מדינה,medina,state,109,109,109,,,,,,,,
554,noun,מדינת,medinat,the state of,504,2³ × 3² × 7,2³,3²,7,,,,,,
1280,noun,מדיניות,mediniyut,policy,500,2² × 5³,2²,5³,,,,,,,
767,adjective,מדובר,medubar,spoken / said / agreed,252,2² × 3² × 7,2²,3²,7,,,,,,
579,noun,מפקד,mefaked,commander,194,2 × 97,2,97,,,,,,,
1250,verb,מגיע,megia,arrive / deserved (m.s.),53,53,53,,,,,,,,
715,verb,מהווה,mehave,is / constitutes (m.s.),60,2² × 3 × 5,2²,3,5,,,,,,
1224,noun,מחקר,mekhkar,research / study,40+8+100+200+1 = 349,349,349,,,,,,,,
460,preposition,מכיוון,mekivun,from the direction of / because,126,2 × 3² × 7,2,3²,7,,,,,,
908,noun,מקומות,mekomot,places,496,2⁴ × 31,2⁴,31,,,,,,,
769,noun,מקורות,mekorot,sources,656,2⁴ × 41,2⁴,41,,,,,,,
1430,adjective,מקובל,mekubal,accepted / conventional (m.s.),142,2 × 71,2,71,,,,,,,
1330,adjective,מלאה,mele'a,full (f.s.),85,5 × 17,5,17,,,,,,,
690,noun,ממשלת,memshelet,government of,780,2² × 3 × 5 × 13,2²,3,5,13,,,,,
1449,noun/verb,מרד,mered,rebellion / rebelled (m.s.),244,2² × 61,2²,61,,,,,,,
457,noun,מרכז,merkaz,center,267,3 × 89,3,89,,,,,,,
595,adjective,מרכזי,merkazi,central (m.s.),267,3 × 89,3,89,,,,,,,
1203,adverb,מראש,merosh,in advance,40+200+1+300 = 541,541,541,,,,,,,,
948,verb,משמש,meshamesh,used for / intended for (m.s.),640,2⁷ × 5,2⁷,5,,,,,,,
1331,verb/noun,משנה,meshane,changes (m.s.) / matters,395,5 × 79,5,79,,,,,,,
1070,adjective,מסוגל,mesugal,capable (m.s.),133,7 × 19,7,19,,,,,,,
1022,adjective,מסוגלים,mesugalim,capable (m.pl.),139,139,139,,,,,,,,
629,adjective,מסוים,mesuyam,specific (m.s.),146,2 × 73,2,73,,,,,,,
492,adjective,מסוימים,mesuyamim,specific (m.pl.),206,2 × 103,2,103,,,,,,,
917,adjective,מסוימת,mesuyemet,specific (f.s.),496,2⁴ × 31,2⁴,31,,,,,,,
550,adjective,מת,met,dead / died (m.s.),440,2³ × 5 × 11,2³,5,11,,,,,,
1162,verb,מתאר,meta'er,describes (m.s.),651,3 × 7 × 31,3,7,31,,,,,,
1154,verb,מתארת,meta'eret,describe (f.s.),649,11 × 59,11,59,,,,,,,
524,noun,מטר,meter,meter,249,3 × 83,3,83,,,,,,,
1113,verb,מתואר,meto'ar,is described (m.s.),651,3 × 7 × 31,3,7,31,,,,,,
1088,verb,מתוארת,meto'eret,is described (f.s.),649,11 × 59,11,59,,,,,,,
464,noun,מטרים,metrim,meters,680,2³ × 5 × 17,2³,5,17,,,,,,
940,noun,מידע,meyda,information,119,7 × 17,7,17,,,,,,,
719,adjective,מיוחד,meyukhad,special,68,2² × 17,2²,17,,,,,,,
